Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Hiring_Decision
Male,Black,40,Masters,25.0,71.9,51.5,3.3,Rural,36.6,132337,1
Male,Black,41,High School,1.8,71.7,24.8,1.0,Suburban,88.9,80109,0
Female,Hispanic,27,Bachelors,0.7,54.6,37.8,3.3,Urban,78.7,66915,0
Female,Asian,45,Bachelors,12.2,77.7,88.7,4.1,Suburban,23.0,92770,1
Female,Hispanic,36,Masters,7.8,52.2,43.6,2.2,Urban,43.4,79971,0
Male,Black,24,PhD,5.3,99.9,41.3,1.1,Urban,50.3,98154,0
Male,Asian,27,High School,7.5,47.1,47.9,2.2,Urban,63.4,82108,1
Male,Asian,52,Bachelors,0.4,71.2,76.0,1.4,Rural,73.2,77279,0
Male,Black,38,Masters,0.9,71.3,37.2,3.1,Urban,51.2,77461,0
Female,Black,40,High School,0.0,64.7,40.1,2.1,Urban,21.8,64810,0
Female,Hispanic,22,Masters,10.2,62.7,80.9,1.2,Rural,45.3,91088,0
Female,Asian,39,PhD,4.0,54.0,43.6,1.0,Urban,30.7,72716,0
Female,Asian,22,Bachelors,24.9,99.3,3.9,3.8,Rural,80.5,130914,1
Female,Asian,29,Masters,0.6,72.4,29.9,3.3,Urban,61.5,69823,0
Female,White,40,Masters,13.1,51.5,72.5,2.0,Suburban,23.1,99869,0
Male,White,49,Bachelors,0.2,47.8,65.2,2.2,Urban,67.5,75925,0
Male,Black,32,Bachelors,3.6,70.3,45.6,1.0,Urban,88.6,92421,0
Male,White,42,Masters,2.8,87.7,40.1,2.6,Suburban,96.5,96164,1
Female,White,50,High School,1.9,80.3,35.2,4.2,Urban,65.8,81105,0
Female,Hispanic,42,High School,0.2,50.6,66.7,1.8,Suburban,66.2,62198,0
Male,Asian,58,Masters,7.1,58.6,43.7,2.5,Suburban,65.1,78486,1
Male,White,33,Masters,6.5,87.6,68.0,1.9,Rural,95.5,91886,1
Male,Black,34,Masters,1.4,79.0,55.7,3.9,Urban,48.6,85514,0
Male,Asian,42,PhD,4.8,83.3,28.7,1.0,Urban,53.2,96261,0
Female,White,47,High School,1.4,73.5,30.0,1.8,Urban,61.2,84731,0
